,"P13   Test report Date\Time 25.08.2021 12:13:35, GPS reference week number 2172",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
25,Heading          Pitch           Roll         Gyro_X         Gyro_Y         Gyro_Z          Acc_X          Acc_Y          Acc_Z         Magn_X         Magn_Y,Magn_Z,Temperature,Vdd,USW (L/H),Latitude,Longitude,Heave,V_East,V_North,V_Up,Lat_GNSS,Long_GNSS,Height_GNSS,Hor_spd,Trk_gnd,Ver_spd,ms_gps,GNSS_info_1,GNSS_info_2,#solnSVs,Latency_ms_pos,Latency_ms_vel,P_Bar,H_Bar,New_GPS
675,119.39          -2.07          -1.32         4.2600         1.3200        18.7600      -0.003250      -0.038750       1.009250        -3200.0        15440.0,1990.0,45.3,9.98,00000000 00000000,32.8256960,34.9562199,0.0200000,0.06,-0.01,0.07,32.8257012,34.9562239,24.6400000,0.08,300.33,0.00,293684740,00110000,11111100,19,40,40,100928,23.73,0
676,119.22          -2.03          -1.27         5.1400         6.5800        16.1800       0.006750      -0.033250       1.008500        -3210.0        15420.0,1990.0,45.3,9.94,00000000 00000000,32.8256960,34.9562199,0.0200000,0.07,-0.01,0.07,32.8257012,34.9562239,24.6400000,0.08,300.33,0.00,293684750,00110000,11111100,19,50,50,100928,23.73,0
677,119.07          -1.98          -1.18         6.1600        10.2800        14.0000       0.018000      -0.041250       1.012750        -3230.0        15400.0,2010.0,45.3,9.94,00000000 00000000,32.8256960,34.9562199,0.0200000,0.07,-0.01,0.07,32.8257008,34.9562237,24.6000000,0.08,300.33,0.00,293684760,00110000,11111100,19,10,60,100928,23.73,1
678,118.93          -1.91          -1.07         7.1200        11.9800        12.8000       0.027000      -0.040000       1.007500        -3240.0        15380.0,2010.0,45.3,9.96,00000000 00000000,32.8256961,34.9562198,0.0200000,0.06,-0.01,0.07,32.8257008,34.9562237,24.6000000,0.07,290.88,-0.03,293684770,00110000,11111100,19,20,20,100930,23.56,2
679,118.80          -1.84          -0.94         7.9000        12.2400        12.5400       0.037000      -0.051500       1.004500        -3260.0        15350.0,2000.0,45.3,9.96,00000000 00000000,32.8256961,34.9562199,0.0200000,0.06,-0.01,0.07,32.8257008,34.9562237,24.6000000,0.07,290.88,-0.03,293684780,00110000,11111100,19,30,30,100930,23.56,0
680,118.68          -1.76          -0.81         8.3200        12.2800        12.7000       0.042500      -0.061250       1.001500        -3280.0        15330.0,2000.0,45.3,9.97,00000000 00000000,32.8256961,34.9562199,0.0200000,0.06,-0.01,0.07,32.8257008,34.9562237,24.6000000,0.07,290.88,-0.03,293684790,00110000,11111100,19,40,40,100930,23.56,0
681,118.55          -1.68          -0.68         8.2600        12.7600        12.8400       0.043250      -0.071750       1.001000        -3300.0        15310.0,1990.0,45.3,9.96,00000000 00000000,32.8256960,34.9562199,0.0200000,0.05,-0.01,0.07,32.8257008,34.9562237,24.6000000,0.07,290.88,-0.03,293684800,00110000,11111100,19,50,50,100930,23.56,0
682,118.42          -1.60          -0.55         8.0200        13.8000        12.9400       0.037500      -0.086250       1.000500        -3330.0        15300.0,2000.0,45.3,9.94,00000000 00000000,32.8256961,34.9562199,0.0200000,0.05,-0.01,0.06,32.8257008,34.9562236,24.5900000,0.07,290.88,-0.03,293684810,00110000,11111100,19,10,60,100930,23.48,1
683,118.29          -1.52          -0.40         7.2200        15.4200        12.8600       0.028500      -0.084750       1.001250        -3350.0        15270.0,1990.0,45.3,9.97,00000000 00000000,32.8256961,34.9562198,0.0200000,0.04,-0.01,0.06,32.8257008,34.9562236,24.5900000,0.08,271.01,-0.10,293684820,00110000,11111100,19,20,20,100930,23.48,2
684,118.16          -1.45          -0.23         6.5200        16.7600        12.5600       0.031750      -0.085500       0.997500        -3370.0        15250.0,1980.0,45.3,9.93,00000000 00000000,32.8256961,34.9562198,0.0200000,0.03,-0.01,0.06,32.8257008,34.9562236,24.5900000,0.08,271.01,-0.10,293684830,00110000,11111100,19,30,30,100930,23.48,0
685,118.04          -1.39          -0.06         5.2600        18.1000        12.3000       0.038750      -0.077000       0.989250        -3400.0        15230.0,1970.0,45.3,9.94,00000000 00000000,32.8256961,34.9562199,0.0200000,0.03,-0.01,0.06,32.8257008,34.9562236,24.5900000,0.08,271.01,-0.10,293684840,00110000,11111100,19,40,40,100930,23.48,0
686,117.92          -1.35           0.13         4.0800        19.4400        11.3800       0.056500      -0.066500       0.995750        -3430.0        15220.0,1970.0,45.3,9.95,00000000 00000000,32.8256961,34.9562199,0.0200000,0.02,-0.01,0.07,32.8257008,34.9562236,24.5900000,0.08,271.01,-0.10,293684850,00110000,11111100,19,50,50,100932,23.40,0
687,117.81          -1.30           0.32         4.3200        18.3000        10.6600       0.108250      -0.069250       1.031000        -3460.0        15210.0,1970.0,45.3,9.94,00000000 00000000,32.8256961,34.9562199,0.0200000,0.01,-0.02,0.06,32.8257008,34.9562236,24.5800000,0.08,271.01,-0.10,293684860,00110000,11111100,19,10,60,100932,23.40,1
688,117.70          -1.25           0.49         5.9000        14.6400        10.1000       0.111250      -0.087500       1.056250        -3490.0        15200.0,1970.0,45.3,9.97,00000000 00000000,32.8256961,34.9562199,0.0200000,0.00,-0.02,0.06,32.8257008,34.9562236,24.5800000,0.04,292.62,-0.10,293684870,00110000,11111100,19,20,20,100932,23.40,2
689,117.61          -1.18           0.61         8.0400         9.6600         9.0200       0.095500      -0.078250       1.071250        -3500.0        15180.0,1940.0,45.3,9.94,00000000 00000000,32.8256961,34.9562199,0.0200000,0.00,-0.03,0.05,32.8257008,34.9562236,24.5800000,0.04,292.62,-0.10,293684880,00110000,11111100,19,30,30,100932,23.40,0
690,117.53          -1.09           0.68         9.8200         4.4600         7.6400       0.069250      -0.097750       1.071250        -3520.0        15150.0,1910.0,45.3,9.97,00000000 00000000,32.8256961,34.9562199,0.0200000,-0.01,-0.04,0.05,32.8257008,34.9562236,24.5800000,0.04,292.62,-0.10,293684890,00110000,11111100,19,40,40,100930,23.56,0
691,117.46          -0.99           0.71         9.7600         0.9600         6.3000       0.040750      -0.099750       1.046250        -3540.0        15140.0,1920.0,45.3,9.96,00000000 00000000,32.8256961,34.9562199,0.0200000,-0.02,-0.04,0.04,32.8257008,34.9562236,24.5800000,0.04,292.62,-0.10,293684900,00110000,11111100,19,50,50,100930,23.56,0
692,117.41          -0.90           0.72         7.6000         0.3600         4.2800       0.009000      -0.098000       1.015000        -3550.0        15120.0,1920.0,45.3,9.96,00000000 00000000,32.8256961,34.9562199,0.0200000,-0.03,-0.04,0.04,32.8257011,34.9562234,24.5800000,0.04,292.62,-0.10,293684910,00110000,11111100,19,10,60,100930,23.48,1
693,117.37          -0.84           0.73         3.5800         2.6000         2.5200      -0.017500      -0.084500       0.986500        -3560.0        15100.0,1920.0,45.3,9.97,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.03,-0.03,0.04,32.8257011,34.9562234,24.5800000,0.03,353.19,-0.07,293684920,00110000,11111100,19,20,20,100930,23.48,2
694,117.35          -0.83           0.77        -1.5200         6.4200         1.4400      -0.039000      -0.076750       0.969500        -3560.0        15090.0,1910.0,45.3,9.96,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.04,-0.03,0.04,32.8257011,34.9562234,24.5800000,0.03,353.19,-0.07,293684930,00110000,11111100,19,30,30,100930,23.48,0
695,117.34          -0.87           0.86        -6.8800        10.8200         1.4600      -0.050250      -0.057750       0.966750        -3560.0        15080.0,1900.0,45.3,9.97,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.04,-0.02,0.04,32.8257011,34.9562234,24.5800000,0.03,353.19,-0.07,293684940,00110000,11111100,19,40,40,100930,23.48,0
696,117.32          -0.97           0.98       -11.6800        13.4800         2.2800      -0.039500      -0.055750       0.961500        -3570.0        15070.0,1890.0,45.3,9.94,00000000 00000000,32.8256961,34.9562199,0.0200000,-0.04,-0.02,0.04,32.8257011,34.9562234,24.5800000,0.03,353.19,-0.07,293684950,00110000,11111100,19,50,50,100930,23.48,0
697,117.28          -1.11           1.12       -16.1600        12.7000         5.0400      -0.013750      -0.067500       0.954250        -3590.0        15080.0,1890.0,45.3,9.96,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.05,-0.02,0.05,32.8257009,34.9562234,24.6200000,0.03,353.19,-0.07,293684960,00110000,11111100,19,10,60,100930,23.48,1
698,117.21          -1.29           1.23       -20.2200         9.0600         9.5000       0.006250      -0.079250       0.951000        -3600.0        15090.0,1870.0,45.3,9.95,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.05,-0.02,0.05,32.8257009,34.9562234,24.6200000,0.03,130.63,-0.07,293684970,00110000,11111100,19,20,20,100928,23.65,2
699,117.08          -1.51           1.30       -24.0400         4.0600        14.5600       0.010750      -0.088500       0.949000        -3610.0        15090.0,1840.0,45.3,9.97,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.06,-0.02,0.06,32.8257009,34.9562234,24.6200000,0.03,130.63,-0.07,293684980,00110000,11111100,19,30,30,100928,23.65,0
700,116.91          -1.76           1.32       -27.5800        -0.1400        18.6600       0.004000      -0.094250       0.962500        -3610.0        15100.0,1810.0,45.3,9.96,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.06,-0.02,0.06,32.8257009,34.9562234,24.6200000,0.03,130.63,-0.07,293684990,00110000,11111100,19,40,40,100930,23.48,0
701,116.70          -2.05           1.31       -30.4400        -3.0200        21.1600      -0.004250      -0.092500       0.978000        -3630.0        15110.0,1790.0,45.3,9.91,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.07,-0.01,0.06,32.8257009,34.9562234,24.6200000,0.03,130.63,-0.07,293685000,00110000,11111100,19,50,50,100930,23.48,8
702,116.48          -2.36           1.28       -32.8400        -4.6800        22.4600      -0.020250      -0.091000       0.980500        -3650.0        15120.0,1790.0,45.3,9.91,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.08,-0.01,0.07,32.8257009,34.9562234,24.6200000,0.03,130.63,-0.07,293685010,00110000,11111100,19,60,60,100930,23.48,0
703,116.24          -2.69           1.24       -35.2800        -4.9800        22.5600      -0.045000      -0.080500       0.965750        -3670.0        15150.0,1800.0,45.3,9.96,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.08,-0.01,0.07,32.8257009,34.9562234,24.6200000,0.03,130.63,-0.07,293685020,00110000,11111100,19,20,70,100930,23.48,1
704,116.01          -3.05           1.21       -38.1200        -2.8200        21.6000      -0.065250      -0.073000       0.936500        -3680.0        15160.0,1790.0,45.3,9.96,00000000 00000000,32.8256962,34.9562200,0.0200000,-0.08,-0.01,0.07,32.8257009,34.9562234,24.6200000,0.04,49.90,-0.05,293685030,00110000,11111100,19,30,30,100930,23.48,2
705,115.80          -3.45           1.22       -41.8000         1.9800        19.3600      -0.034500      -0.068750       0.914000        -3680.0        15160.0,1740.0,45.3,9.97,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.08,0.00,0.08,32.8257009,34.9562234,24.6200000,0.04,49.90,-0.05,293685040,00110000,11111100,19,40,40,100930,23.48,0
706,115.60          -3.88           1.23       -43.6400        -5.7400        21.9000       0.105250      -0.033000       1.056250        -3680.0        15170.0,1710.0,45.3,9.96,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.08,-0.01,0.08,32.8257009,34.9562234,24.6200000,0.04,49.90,-0.05,293685050,00110000,11111100,19,50,50,100930,23.48,0
707,115.33          -4.28           1.12       -38.3000       -20.1800        28.2200       0.106750      -0.046250       1.084250        -3690.0        15190.0,1680.0,45.3,9.96,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.08,-0.02,0.07,32.8257009,34.9562233,24.6300000,0.04,49.90,-0.05,293685060,00110000,11111100,19,10,60,100930,23.48,1
708,115.02          -4.64           0.88       -34.7000       -31.8600        31.5400       0.053500      -0.058750       0.998500        -3690.0        15200.0,1650.0,45.3,9.95,00000000 00000000,32.8256963,34.9562200,0.0200000,-0.08,-0.03,0.07,32.8257009,34.9562233,24.6300000,0.03,344.62,0.02,293685070,00110000,11111100,19,20,20,100930,23.48,2
709,114.69          -4.97           0.54       -32.2000       -41.0400        34.2400       0.039000      -0.072500       1.022250        -3680.0        15210.0,1640.0,45.3,9.96,00000000 00000000,32.8256962,34.9562200,0.0200000,-0.08,-0.04,0.07,32.8257009,34.9562233,24.6300000,0.03,344.62,0.02,293685080,00110000,11111100,19,30,30,100930,23.48,0
710,114.35          -5.28           0.13       -29.1400       -44.6200        33.1200       0.022000      -0.061250       1.043500        -3670.0        15210.0,1650.0,45.3,9.95,00000000 00000000,32.8256962,34.9562200,0.0200000,-0.08,-0.04,0.06,32.8257009,34.9562233,24.6300000,0.03,344.62,0.02,293685090,00110000,11111100,19,40,40,100930,23.48,0
711,114.03          -5.55          -0.27       -25.6600       -44.1600        29.1200       0.025750      -0.048000       1.056250        -3660.0        15210.0,1660.0,45.3,9.95,00000000 00000000,32.8256962,34.9562199,0.0200000,-0.08,-0.04,0.06,32.8257009,34.9562233,24.6300000,0.03,344.62,0.02,293685100,00110000,11111100,19,50,50,100930,23.48,0
712,113.77          -5.79          -0.67       -20.8000       -41.1000        23.7400       0.019750      -0.044500       1.063500        -3650.0        15210.0,1690.0,45.2,9.97,00000000 00000000,32.8256963,34.9562200,0.0200000,-0.07,-0.05,0.05,32.8257014,34.9562229,24.6400000,0.03,344.62,0.02,293685110,00110000,11111100,19,10,60,100930,23.56,1
713,113.57          -5.97          -1.04       -15.0600       -35.4600        16.0800       0.007750      -0.059500       1.049000        -3620.0        15200.0,1710.0,45.2,9.96,00000000 00000000,32.8256963,34.9562200,0.0200000,-0.07,-0.05,0.05,32.8257014,34.9562229,24.6400000,0.06,310.21,0.07,293685120,00110000,11111100,19,20,20,100930,23.56,2
714,113.45          -6.09          -1.34        -8.5800       -27.8200         6.9800       0.002500      -0.077750       1.038250        -3600.0        15200.0,1730.0,45.2,9.96,00000000 00000000,32.8256963,34.9562200,0.0200000,-0.06,-0.05,0.04,32.8257014,34.9562229,24.6400000,0.06,310.21,0.07,293685130,00110000,11111100,19,30,30,100930,23.48,0
715,113.43          -6.13          -1.59        -0.0600       -22.1200        -0.7600      -0.009000      -0.058250       1.035250        -3580.0        15190.0,1750.0,45.2,9.95,00000000 00000000,32.8256963,34.9562199,0.0200000,-0.06,-0.05,0.04,32.8257014,34.9562229,24.6400000,0.06,310.21,0.07,293685140,00110000,11111100,19,40,40,100930,23.48,0
716,113.45          -6.10          -1.80         7.1400       -20.5800        -2.7600      -0.051000      -0.073500       0.978750        -3560.0        15190.0,1780.0,45.2,9.98,00000000 00000000,32.8256963,34.9562199,0.0200000,-0.05,-0.04,0.04,32.8257014,34.9562229,24.6400000,0.06,310.21,0.07,293685150,00110000,11111100,19,50,50,100930,23.48,0
717,113.47          -6.00          -1.99        11.8400       -16.2600        -2.3600      -0.080000      -0.040000       0.974000        -3540.0        15190.0,1810.0,45.2,9.96,00000000 00000000,32.8256963,34.9562200,0.0200000,-0.05,-0.04,0.04,32.8257010,34.9562228,24.6200000,0.06,310.21,0.07,293685160,00110000,11111100,19,10,60,100930,23.48,1
718,113.47          -5.86          -2.13        16.4400       -11.1600         1.6000      -0.093000      -0.031250       0.978250        -3520.0        15180.0,1840.0,45.2,9.95,00000000 00000000,32.8256963,34.9562199,0.0200000,-0.03,-0.03,0.04,32.8257010,34.9562228,24.6200000,0.07,289.12,0.12,293685170,00110000,11111100,19,20,20,100930,23.48,2
719,113.42          -5.68          -2.21        18.7800        -6.7200         8.3200      -0.108000      -0.022750       0.963500        -3510.0        15170.0,1880.0,45.2,9.97,00000000 00000000,32.8256963,34.9562199,0.0200000,-0.02,-0.02,0.05,32.8257010,34.9562228,24.6200000,0.07,289.12,0.12,293685180,00110000,11111100,19,30,30,100930,23.48,0
720,113.29          -5.49          -2.24        20.5800        -2.4600        16.2800      -0.079000       0.031250       1.004750        -3500.0        15150.0,1900.0,45.2,9.97,00000000 00000000,32.8256963,34.9562199,0.0200000,-0.01,-0.01,0.05,32.8257010,34.9562228,24.6200000,0.07,289.12,0.12,293685190,00110000,11111100,19,40,40,100930,23.48,0
721,113.07          -5.28          -2.24        22.7600        -1.4600        25.6200      -0.027000       0.085000       1.035750        -3500.0        15120.0,1920.0,45.2,9.96,00000000 00000000,32.8256963,34.9562199,0.0200000,0.00,-0.01,0.05,32.8257010,34.9562228,24.6200000,0.07,289.12,0.12,293685200,00110000,11111100,19,50,50,100930,23.48,0
722,112.75          -5.06          -2.24        24.9400        -3.8400        35.6200       0.010750       0.108000       1.071250        -3510.0        15080.0,1950.0,45.2,9.96,00000000 00000000,32.8256963,34.9562200,0.0200000,0.02,-0.01,0.04,32.8257010,34.9562228,24.6100000,0.07,289.12,0.12,293685210,00110000,11111100,19,10,60,100930,23.48,1
723,112.34          -4.81          -2.26        27.3800        -7.1400        44.5000       0.018750       0.106250       1.084000        -3520.0        15030.0,1970.0,45.2,9.97,00000000 00000000,32.8256963,34.9562199,0.0200000,0.04,-0.02,0.04,32.8257010,34.9562228,24.6100000,0.09,186.20,-0.08,293685220,00110000,11111100,19,20,20,100930,23.48,2
724,111.85          -4.54          -2.30        29.7400        -8.3200        50.3800      -0.016750       0.061500       1.086500        -3540.0        14970.0,1990.0,45.2,9.95,00000000 00000000,32.8256963,34.9562199,0.0200000,0.05,-0.02,0.03,32.8257010,34.9562228,24.6100000,0.09,186.20,-0.08,293685230,00110000,11111100,19,30,30,100930,23.56,0
725,111.33          -4.25          -2.32        32.4000        -4.6000        50.8200      -0.034750       0.061500       1.079250        -3550.0        14890.0,2010.0,45.2,9.95,00000000 00000000,32.8256963,34.9562200,0.0200000,0.07,-0.02,0.02,32.8257010,34.9562228,24.6100000,0.09,186.20,-0.08,293685240,00110000,11111100,19,40,40,100930,23.56,0
726,110.82          -3.94          -2.30        34.3200         3.3600        46.8400      -0.042250       0.067250       1.081750        -3580.0        14810.0,2030.0,45.2,9.94,00000000 00000000,32.8256963,34.9562200,0.0200000,0.08,-0.01,0.01,32.8257010,34.9562228,24.6100000,0.09,186.20,-0.08,293685250,00110000,11111100,19,50,50,100930,23.56,0
727,110.37          -3.60          -2.18        36.7400        14.4000        38.9600      -0.013750       0.059750       1.074500        -3620.0        14740.0,2080.0,45.2,9.95,00000000 00000000,32.8256963,34.9562200,0.0200000,0.10,-0.01,0.01,32.8257010,34.9562228,24.6000000,0.09,186.20,-0.08,293685260,00110000,11111100,19,10,60,100930,23.56,1
728,110.02          -3.24          -1.96        38.4600        25.4400        29.0000       0.034750       0.043000       1.071000        -3660.0        14660.0,2100.0,45.2,9.96,00000000 00000000,32.8256963,34.9562200,0.0200000,0.11,-0.01,0.00,32.8257010,34.9562228,24.6000000,0.08,135.87,-0.16,293685270,00110000,11111100,19,20,20,100930,23.48,2
729,109.76          -2.85          -1.64        41.4000        33.3800        19.5800       0.078250       0.022000       1.063250        -3700.0        14580.0,2120.0,45.2,9.97,00000000 00000000,32.8256963,34.9562200,0.0200000,0.12,-0.02,0.00,32.8257010,34.9562228,24.6000000,0.08,135.87,-0.16,293685280,00110000,11111100,19,30,30,100930,23.48,0
730,109.60          -2.43          -1.28        43.9800        37.4600        11.7000       0.109000      -0.001000       1.047250        -3740.0        14510.0,2120.0,45.2,9.96,00000000 00000000,32.8256963,34.9562200,0.0200000,0.12,-0.03,0.00,32.8257010,34.9562228,24.6000000,0.08,135.87,-0.16,293685290,00110000,11111100,19,40,40,100930,23.48,0
731,109.50          -1.98          -0.90        45.9200        38.2400         6.1600       0.117000      -0.048750       1.024750        -3780.0        14430.0,2090.0,45.2,9.96,00000000 00000000,32.8256963,34.9562200,0.0200000,0.12,-0.04,0.00,32.8257010,34.9562228,24.6000000,0.08,135.87,-0.16,293685300,00110000,11111100,19,50,50,100930,23.48,0
732,109.45          -1.52          -0.52        45.4400        36.9400         2.8600       0.118750      -0.098250       0.992000        -3840.0        14370.0,2090.0,45.2,0.00,00000000 00000000,32.8256963,34.9562200,0.0200000,0.11,-0.05,0.01,32.8257015,34.9562226,24.6000000,0.08,135.87,-0.16,293685310,00110000,11111100,19,10,60,100930,23.48,1
733,109.43          -1.08          -0.16        42.6200        34.7400         1.0000       0.144750      -0.107250       0.974500        -3880.0        14300.0,2070.0,45.2,9.96,00000000 00000000,32.8256964,34.9562200,0.0200000,0.10,-0.05,0.00,32.8257015,34.9562226,24.6000000,0.06,46.56,-0.15,293685320,00110000,11111100,19,20,20,100930,23.48,2
734,109.43          -0.67           0.16        37.8000        30.9000        -0.2000       0.183000      -0.103750       0.951500        -3920.0        14240.0,2040.0,45.2,9.96,00000000 00000000,32.8256964,34.9562200,0.0200000,0.09,-0.07,0.00,32.8257015,34.9562226,24.6000000,0.06,46.56,-0.15,293685330,00110000,11111100,19,30,30,100930,23.48,0
735,109.43          -0.32           0.44        31.8800        25.0800        -0.3200       0.207750      -0.149750       0.958750        -3960.0        14190.0,2020.0,45.2,9.96,00000000 00000000,32.8256964,34.9562200,0.0200000,0.07,-0.08,0.00,32.8257015,34.9562226,24.6000000,0.06,46.56,-0.15,293685340,00110000,11111100,19,40,40,100930,23.48,0
736,109.44          -0.03           0.66        25.5200        19.4600        -1.1600       0.229250      -0.155750       0.943000        -4000.0        14150.0,2000.0,45.2,9.95,00000000 00000000,32.8256963,34.9562201,0.0200000,0.05,-0.10,0.00,32.8257015,34.9562226,24.6000000,0.06,46.56,-0.15,293685350,00110000,11111100,19,50,50,100930,23.56,0
737,109.47           0.18           0.83        18.7800        14.1200        -5.1200       0.260500      -0.158000       0.926500        -4040.0        14120.0,1990.0,45.2,9.98,00000000 00000000,32.8256964,34.9562201,0.0200000,0.03,-0.12,0.01,32.8257011,34.9562223,24.5100000,0.06,46.56,-0.15,293685360,00110000,11111100,19,10,60,100930,23.56,1
738,109.55           0.33           0.94        12.5200         8.1600       -10.1800       0.241250      -0.143750       0.929250        -4060.0        14090.0,1970.0,45.2,9.96,00000000 00000000,32.8256965,34.9562201,0.0200000,0.00,-0.13,0.01,32.8257011,34.9562223,24.5100000,0.13,9.92,-0.05,293685370,00110000,11111100,19,20,20,100930,23.48,2
739,109.68           0.43           0.99         6.8800         2.4600       -14.8000       0.215500      -0.125500       0.942250        -4070.0        14080.0,1960.0,45.2,9.97,00000000 00000000,32.8256964,34.9562201,0.0200000,-0.01,-0.15,0.02,32.8257011,34.9562223,24.5100000,0.13,9.92,-0.05,293685380,00110000,11111100,19,30,30,100930,23.48,0
740,109.85           0.47           0.99         2.6400        -3.6600       -18.0000       0.202250      -0.082250       0.995500        -4080.0        14070.0,1950.0,45.2,9.96,00000000 00000000,32.8256964,34.9562201,0.0200000,-0.03,-0.17,0.02,32.8257011,34.9562223,24.5100000,0.13,9.92,-0.05,293685390,00110000,11111100,19,40,40,100930,23.48,0
741,110.03           0.48           0.92         0.1200       -11.0600       -19.5600       0.197750      -0.035750       1.053500        -4080.0        14070.0,1950.0,45.2,9.98,00000000 00000000,32.8256964,34.9562201,0.0200000,-0.04,-0.18,0.02,32.8257011,34.9562223,24.5100000,0.13,9.92,-0.05,293685400,00110000,11111100,19,50,50,100930,23.48,0
742,110.23           0.47           0.77        -0.5200       -19.3000       -19.3000       0.169750      -0.016500       1.083500        -4080.0        14080.0,1960.0,45.2,9.96,00000000 00000000,32.8256964,34.9562201,0.0200000,-0.05,-0.20,0.01,32.8257012,34.9562223,24.5100000,0.13,9.92,-0.05,293685410,00110000,11111100,19,10,60,100930,23.56,1
743,110.42           0.47           0.54        -0.3600       -26.6800       -18.2000       0.150000      -0.006750       1.098250        -4060.0        14110.0,1980.0,45.2,9.98,00000000 00000000,32.8256964,34.9562201,0.0200000,-0.06,-0.22,0.01,32.8257012,34.9562223,24.5100000,0.18,359.89,-0.05,293685420,00110000,11111100,19,20,20,100930,23.56,2
744,110.59           0.47           0.24         0.3400       -32.5200       -17.1400       0.126250       0.010000       1.100500        -4040.0        14120.0,1990.0,45.2,9.96,00000000 00000000,32.8256964,34.9562201,0.0200000,-0.06,-0.23,0.00,32.8257012,34.9562223,24.5100000,0.18,359.89,-0.05,293685430,00110000,11111100,19,30,30,100930,23.48,0
745,110.76           0.47          -0.09         1.0800       -36.3200       -16.1200       0.102500       0.020500       1.102500        -4000.0        14130.0,2010.0,45.2,9.97,00000000 00000000,32.8256964,34.9562201,0.0200000,-0.07,-0.24,0.00,32.8257012,34.9562223,24.5100000,0.18,359.89,-0.05,293685440,00110000,11111100,19,40,40,100930,23.48,0
746,110.91           0.49          -0.46         1.9600       -38.3200       -14.6000       0.071750       0.020500       1.110750        -3970.0        14150.0,2040.0,45.2,9.97,00000000 00000000,32.8256963,34.9562201,0.0200000,-0.07,-0.25,0.01,32.8257012,34.9562223,24.5100000,0.18,359.89,-0.05,293685450,00110000,11111100,19,50,50,100930,23.56,0
747,111.05           0.51          -0.85         2.9000       -37.8600       -13.5600       0.045500       0.048250       1.125000        -3930.0        14170.0,2080.0,45.2,9.96,00000000 00000000,32.8256963,34.9562201,0.0200000,-0.07,-0.25,0.03,32.8257012,34.9562223,24.5100000,0.18,359.89,-0.05,293685460,00110000,11111100,19,10,60,100930,23.56,1
748,111.18           0.55          -1.22         4.9200       -36.2800       -12.3600       0.024000       0.050500       1.146250        -3890.0        14180.0,2120.0,45.2,9.97,00000000 00000000,32.8256963,34.9562201,0.0200000,-0.06,-0.26,0.04,32.8257012,34.9562223,24.5100000,0.12,359.65,0.00,293685470,00110000,11111100,19,20,20,100930,23.56,2
749,111.29           0.62          -1.57         7.1800       -34.6600       -10.2400       0.010500       0.045500       1.157000        -3840.0        14190.0,2160.0,45.2,9.96,00000000 00000000,32.8256963,34.9562201,0.0200000,-0.06,-0.26,0.05,32.8257012,34.9562223,24.5100000,0.12,359.65,0.00,293685480,00110000,11111100,19,30,30,100930,23.56,0
750,111.38           0.71          -1.91        10.2600       -33.1200        -7.0000      -0.006250       0.020750       1.143500        -3800.0        14200.0,2200.0,45.2,0.00,00000000 00000000,32.8256963,34.9562201,0.0200000,-0.06,-0.25,0.07,32.8257012,34.9562223,24.5100000,0.12,359.65,0.00,293685490,00110000,11111100,19,40,40,100930,23.56,0
751,111.42           0.82          -2.23        11.9400       -31.8600        -1.6800      -0.032000      -0.003000       1.105750        -3770.0        14220.0,2240.0,45.2,9.91,00000000 00000000,32.8256962,34.9562201,0.0200000,-0.05,-0.25,0.08,32.8257012,34.9562223,24.5100000,0.12,359.65,0.00,293685500,00110000,11111100,19,50,50,100930,23.56,0
752,111.40           0.94          -2.53        11.6000       -27.9600         3.6200      -0.069750      -0.024250       1.072000        -3740.0        14220.0,2300.0,45.2,9.94,00000000 00000000,32.8256963,34.9562201,0.0200000,-0.05,-0.24,0.09,32.8257016,34.9562221,24.5200000,0.12,359.65,0.00,293685510,00110000,11111100,19,10,60,100930,23.56,1
753,111.35           1.05          -2.78         9.7000       -20.1000         6.5200      -0.096750      -0.043250       1.055750        -3710.0        14230.0,2340.0,45.2,9.98,00000000 00000000,32.8256964,34.9562201,0.0200000,-0.05,-0.22,0.10,32.8257016,34.9562221,24.5200000,0.08,351.98,0.00,293685520,00110000,11111100,19,20,20,100930,23.56,2
