-0.72305,0.20111,9.5816
-0.47884,0.19632,9.4571
-0.52672,0.16281,9.4715
-0.65601,0.076614,9.5289
-0.58897,0.11492,9.4619
-0.68953,0.18675,9.4715
-0.54588,0.11492,9.6199
-0.43574,0.1245,9.5002
-0.37828,0.071826,9.5098
-0.48363,0.095768,9.5289
-0.64165,0.081403,9.5481
-0.62728,0.10056,9.4619
-0.59376,0.19154,9.505
-0.55545,0.26336,9.4619
-0.57461,0.31125,9.4284
-0.56982,0.39265,9.5529
-0.74699,0.39744,9.5481
-0.72784,0.32561,9.572
-0.73263,0.2873,9.5768
-0.52194,0.26336,9.5098
-0.5363,0.23463,9.5816
-0.54588,0.16281,9.4763
-0.44053,0.12929,9.4188
-0.47884,0.24421,9.4188
-0.60334,0.16281,9.3326
-0.79487,0.30646,9.5146
-0.72784,0.34477,9.5768
-0.64165,0.37828,9.5529
-0.6177,0.40223,9.6007
-0.48363,0.37828,9.5816
-0.56024,0.28252,9.5098
-0.5363,0.26336,9.5529
-0.43096,0.081403,9.5385
-0.56024,0.1245,9.5481
-0.69911,0.19632,9.5624
-0.56503,0.071826,9.6582
-1.1684,0.29688,9.8162
-0.79966,0.32082,9.6965
-0.47405,0.21548,9.6438
-0.34955,0.095768,9.4858
0.11971,-0.23942,9.4092
-0.48363,-0.17717,9.2512
-0.66559,0.062249,9.0405
-1.0918,0.29209,9.2608
-0.83318,0.35913,9.4715
-1.1109,0.57461,9.7444
0.25857,0.50278,9.8066
-0.33998,0.095768,9.4715
-0.72305,0.22027,9.5912
-0.91937,0.6177,9.5481
-0.93853,0.9912,9.6726
-1.1492,0.98162,9.5672
-0.7853,0.73741,9.6678
-0.79009,0.47405,9.6678
-0.33519,0.22027,9.5146
-0.34477,0.09098,9.505
-0.31603,-0.12929,9.3278
-0.38307,-0.22027,9.4379
-0.41659,-0.15802,9.3661
-0.45969,-0.076614,9.3757
-0.32561,0.13408,9.2895
-0.65601,0.2873,9.2368
-0.42617,0.18196,9.256
-0.65122,0.11492,9.505
-0.56982,0.18675,9.4667
-0.54109,0.067038,9.6295
-0.71826,0.13408,9.5529
-0.7422,0.43096,9.5672
-0.5794,0.79966,9.4523
-0.85234,0.67516,9.4667
-0.67038,0.54109,9.5385
-0.67516,0.45969,9.505
