1.3934,1.063,9.3948,-1.0965,-1.6424,-9.8162,1.5706,1.2833,9.5002,-1.0918,-1.5467,-9.9024
1.5083,1.063,9.2656,-1.0582,-1.7238,-9.6917,1.6855,1.2977,9.4092,-1.0965,-1.6616,-9.8785
1.3886,0.9098,9.2799,-0.90501,-1.6281,-9.7157,1.6424,1.1013,9.5098,-0.9098,-1.5945,-9.9359
1.2258,0.79009,9.4858,-0.75178,-1.4557,-9.9216,1.4078,0.95768,9.6438,-0.78051,-1.4892,-10.08
1.3455,0.85234,9.481,-0.84755,-1.5658,-9.9072,1.5227,1.0295,9.663,-0.8667,-1.5227,-10.127
1.7669,0.80445,9.6678,-0.84755,-1.9776,-10.051,1.9345,1.0343,9.7061,-0.82839,-1.9154,-10.242
1.6089,0.62728,9.5864,-0.64643,-1.7813,-10.08,1.7526,0.79009,9.6822,-0.65122,-1.7238,-10.166
1.3312,0.53151,9.5433,-0.55545,-1.4844,-9.9311,1.5131,0.74699,9.6869,-0.52672,-1.4653,-10.161
1.3312,0.49799,9.5529,-0.50278,-1.561,-9.8593,1.5562,0.67995,9.6534,-0.48363,-1.5467,-10.123
1.5467,0.54588,9.5624,-0.49799,-1.7861,-9.9647,1.7334,0.72784,9.8306,-0.49321,-1.7286,-10.175
1.6568,0.56503,9.6199,-0.51236,-1.8483,-9.9503,1.8148,0.71826,9.6726,-0.52194,-1.8387,-10.104
1.3312,0.60813,9.3374,-0.56503,-1.5131,-9.7588,1.4796,0.77093,9.4571,-0.62249,-1.47,-9.9695
0.84276,0.90501,9.0405,-0.84755,-1.1157,-9.481,1.0343,1.0439,9.1937,-0.89064,-1.0247,-9.6103
1.1301,1.2067,8.9016,-1.1396,-1.4222,-9.3613,1.3264,1.3072,9.0932,-1.1396,-1.3695,-9.5241
1.403,1.5467,9.0501,-1.4605,-1.652,-9.4619,1.6185,1.6712,9.1937,-1.4988,-1.6185,-9.6103
1.5562,1.3551,9.1698,-1.2785,-1.719,-9.5433,1.5945,1.3695,9.1889,-1.1492,-1.5802,-9.6822
1.5419,1.2594,9.0549,-1.2067,-1.7526,-9.5337,1.7286,1.3503,9.2225,-1.2067,-1.743,-9.6965
1.6185,1.0008,9.3613,-0.98162,-1.834,-9.7636,1.8052,1.1492,9.5672,-0.96726,-1.7861,-10.032
1.8483,0.86191,9.572,-0.89543,-2.0303,-9.9934,2.0063,1.0534,9.7492,-0.86191,-1.992,-10.242
1.6041,0.65122,9.5433,-0.64165,-1.7669,-9.9838,1.7813,0.83797,9.6247,-0.67995,-1.7813,-10.137
1.6137,0.65122,9.5146,-0.64643,-1.8292,-9.8737,1.81,0.85234,9.6391,-0.69432,-1.7909,-10.06
1.561,0.88107,9.3565,-0.84755,-1.8387,-9.8689,1.8196,1.0151,9.5289,-0.85234,-1.7621,-10.027
1.6568,0.86191,9.3278,-0.85234,-1.8483,-9.8306,1.834,0.98641,9.4906,-0.85234,-1.8387,-9.9503
1.7382,0.9481,9.3853,-0.92416,-1.9872,-9.845,1.8962,1.0965,9.4763,-0.91459,-1.9297,-9.9455
1.6281,0.88107,9.2751,-0.79487,-1.8627,-9.6774,1.8244,0.9912,9.4092,-0.84276,-1.8435,-9.8881
1.4748,1.0822,9.2416,-1.0151,-1.6903,-9.6774,1.6281,1.2546,9.3948,-1.0487,-1.6089,-9.9072
1.3886,1.2498,9.2464,-1.1827,-1.6328,-9.6822,1.6472,1.403,9.3948,-1.2402,-1.6089,-9.8593
1.561,1.2546,9.2464,-1.2833,-1.719,-9.6534,1.7334,1.4222,9.3805,-1.2498,-1.743,-9.7779
1.7669,1.2594,9.2895,-1.2067,-2.0063,-9.6917,1.992,1.4413,9.481,-1.2737,-1.9249,-9.8641
1.4796,1.2354,9.2464,-1.2306,-1.7095,-9.663,1.6999,1.4365,9.4332,-1.2498,-1.6712,-9.912
1.5131,1.2546,9.3134,-1.245,-1.7238,-9.7348,1.6999,1.4126,9.3948,-1.2546,-1.6759,-9.9264
1.5802,1.4174,9.3278,-1.3647,-1.7669,-9.7013,1.7813,1.585,9.4379,-1.4557,-1.7573,-9.9695
