,Heading,Pitch,Roll,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Magn_X,Magn_Y,Magn_Z,Temperature,Vdd,USW (L/H),Latitude,Longitude,Altitude,V_East,V_North,V_Up,Heave,Surge,Sway,V_Heave,V_Surge,V_Sway,Lat_GNSS,Long_GNSS,Height_GNSS,Hor_spd,Trk_gnd,Ver_spd,ms_gps,GPS_Week,GNSS_info_1,GNSS_info_2,#solnSVs,V_latency,anglesPosType,Heading_GNSS,Latency_ms_head,Latency_ms_pos,Latency_ms_vel,P_Bar,H_Bar,New_GPS
5748,61.73,4.65,-9.602,15.32811,10.03773,12.81932,0.068886,-0.011258,1.023003,3790.0,4330.0,3240.0,47.1,10.12,00000000 00000000,32.82588724,34.95648142,23.872,-1.44,0.09,0.04,0.49,-4.77,0.52,-0.04,-1.37,-0.66,32.825862243,34.956490664,23.907,0.15,21.53,-0.04,307508670,2172,1000,11110000,19,25,100,0.0,0,20,20,100806,22.22,3
5749,61.286,4.954,-9.369,14.16076,11.4208,17.932,0.07989,-0.017351,1.015098,3770.0,4350.0,3140.0,47.1,10.08,00000000 00000000,32.825887263,34.956481029,23.873,-1.47,0.1,0.04,0.49,-4.78,0.52,-0.04,-1.4,-0.68,32.825862243,34.956490664,23.907,0.15,21.53,-0.04,307508695,2172,1000,11110000,19,25,100,0.0,0,45,45,100806,22.3,0
5750,60.725,5.1979999999999995,-9.145,12.400260000000001,10.017610000000001,22.917289999999998,0.103352,-0.014509999999999999,1.004041,3750.0,4380.0,3050.0,47.1,10.13,00000000 00000000,32.825887287,34.95648063,23.874,-1.5,0.1,0.04,0.49,-4.8,0.52,-0.04,-1.42,-0.7,32.825862321,34.956490664,23.9,0.17,0.36,-0.13,307508720,2172,1000,11110000,19,25,100,0.0,0,20,20,100806,22.3,3
5751,60.071999999999996,5.393,-8.997,11.37932,6.43242,25.52476,0.120573,-0.029088,0.9924540000000001,3760.0,4400.0,2980.0,47.1,10.09,00000000 00000000,32.82588731,34.956480224,23.875,-1.53,0.1,0.04,0.49,-4.81,0.51,-0.04,-1.44,-0.71,32.825862321,34.956490664,23.9,0.17,0.36,-0.13,307508745,2172,1000,11110000,19,25,100,0.0,0,45,45,100804,22.47,0
5752,59.391999999999996,5.568,-8.955,11.01253,2.29283,25.412689999999998,0.118646,-0.041437,0.971425,3780.0,4440.0,2930.0,47.1,10.11,00000000 00000000,32.825887332,34.956479809,23.876,-1.56,0.09,0.04,0.49,-4.83,0.51,-0.04,-1.47,-0.71,32.825862396,34.956490705,23.9,0.18,24.58,0.0,307508770,2172,1000,11110000,19,25,100,0.0,0,20,20,100804,22.47,3
5753,58.739,5.749,-9.024,11.43702,-3.11825,23.586560000000002,0.119583,-0.012,0.931458,3820.0,4470.0,2880.0,47.1,10.09,00000000 00000000,32.825887351,34.956479386999995,23.877,-1.59,0.08,0.03,0.49,-4.84,0.5,-0.03,-1.49,-0.72,32.825862396,34.956490705,23.9,0.18,24.58,0.0,307508795,2172,1000,11110000,19,25,100,0.0,0,45,45,100804,22.47,0
5754,58.144,5.955,-9.24,12.23595,-8.95083,20.60279,0.108179,-0.001066,0.9095059999999999,3870.0,4510.0,2850.0,47.1,10.1,00000000 00000000,32.825887369,34.956478957,23.878,-1.61,0.07,0.01,0.49,-4.86,0.5,-0.01,-1.51,-0.73,32.825862535,34.956490728,23.891,0.31,7.9,-0.18,307508820,2172,1000,11110000,19,25,100,0.0,0,20,20,100804,22.47,3
5755,57.574,6.167999999999999,-9.596,11.76193,-14.185479999999998,22.3632,0.092317,-0.0034969999999999997,0.9132129999999999,3930.0,4540.0,2840.0,47.1,10.08,00000000 00000000,32.825887385,34.956478521,23.878,-1.64,0.06,0.0,0.49,-4.87,0.5,0.0,-1.53,-0.73,32.825862535,34.956490728,23.891,0.31,7.9,-0.18,307508845,2172,1000,11110000,19,25,100,0.0,0,45,45,100804,22.39,0
5756,56.908,6.343999999999999,10.057,11.29747,-16.41398,27.821409999999997,0.060022000000000006,-0.005588,0.935001,4030.0,4550.0,2790.0,47.1,10.12,00000000 00000000,32.8258874,34.956478078,23.878,-1.67,0.07,-0.02,0.49,-4.89,0.49,0.02,-1.55,-0.75,32.825862798,34.956490858,23.807,0.63,22.66,-1.67,307508870,2172,1000,11110000,18,25,100,0.0,0,20,20,100804,22.39,3
5757,56.08,6.499,10.564,13.14215,-16.4504,34.94467,0.039622000000000004,0.005762,0.9623079999999999,4150.0,4560.0,2740.0,47.1,10.07,00000000 00000000,32.825887417,34.956477625,23.877,-1.71,0.08,-0.04,0.49,-4.9,0.49,0.04,-1.58,-0.78,32.825862798,34.956490858,23.807,0.63,22.66,-1.67,307508895,2172,1000,11110000,18,25,100,0.0,0,45,45,100804,22.39,0
5758,55.051,6.684,11.083,16.940920000000002,-14.992510000000001,42.46358,0.026405,0.031267,0.980564,4280.0,4590.0,2720.0,47.1,10.12,00000000 00000000,32.825887437,34.956477163,23.876,-1.74,0.09,-0.05,0.49,-4.91,0.48,0.05,-1.59,-0.81,32.825862982,34.95649111,23.786,0.62,49.04,-0.42,307508920,2172,1000,11110000,18,25,100,0.0,0,20,20,100806,22.3,3
5759,53.845,6.912999999999999,11.548,19.42021,-10.591330000000001,47.3155,0.002053,0.01048,0.983951,4430.0,4630.0,2680.0,47.1,10.09,00000000 00000000,32.825887462,34.956476689,23.874,-1.79,0.11,-0.06,0.49,-4.93,0.48,0.06,-1.61,-0.85,32.825862982,34.95649111,23.786,0.62,49.04,-0.42,307508945,2172,1000,11110000,18,25,100,0.0,0,45,45,100804,22.39,0
5760,52.56,7.147,11.933,19.20755,-7.8364,47.9271,-0.005314,-0.014705000000000001,0.989815,4570.0,4670.0,2650.0,47.1,10.08,00000000 00000000,32.825887490999996,34.956476203,23.873,-1.84,0.13,-0.07,0.49,-4.94,0.47,0.07,-1.63,-0.9,32.82586313,34.956491183000004,23.759,0.35,22.59,-0.53,307508970,2172,1000,11110000,18,25,100,0.0,0,20,20,100804,22.39,3
5761,51.327,7.364,12.24,18.618370000000002,-4.44035,43.4374,0.007679999999999999,0.00411,0.9960450000000001,4720.0,4720.0,2600.0,47.1,10.08,00000000 00000000,32.825887524,34.956475703,23.871,-1.89,0.16,-0.07,0.49,-4.96,0.47,0.08,-1.66,-0.95,32.82586313,34.956491183000004,23.759,0.35,22.59,-0.53,307508995,2172,1000,11110000,18,25,100,0.0,0,45,45,100804,22.39,0
5762,50.244,7.605,12.465,18.69104,-2.40828,36.02545,0.002897,0.019030000000000002,0.9948620000000001,4840.0,4790.0,2590.0,47.1,10.08,00000000 00000000,32.825887563,34.956475188,23.869,-1.95,0.18,-0.08,0.49,-4.97,0.47,0.08,-1.69,-1.0,32.825863458,34.956491501,23.757,0.35,22.59,-0.53,307509020,2172,1000,11110000,16,25,100,0.0,0,20,70,100806,22.3,1
5763,49.35,7.872000000000001,12.633,17.59688,-1.21994,28.383159999999997,0.012776000000000001,0.032296,0.989009,4950.0,4840.0,2540.0,47.1,10.1,00000000 00000000,32.825887606,34.956474658000005,23.866,-2.0,0.2,-0.09,0.49,-4.99,0.46,0.09,-1.71,-1.05,32.825863458,34.956491501,23.757,0.94,39.29,-0.04,307509045,2172,1000,11110000,16,25,100,0.0,0,45,45,100804,22.47,2
5764,48.655,8.172,12.739,18.634420000000002,0.51961,20.117739999999998,0.021485,0.053034000000000005,0.987323,5040.0,4870.0,2480.0,47.1,10.1,00000000 00000000,32.825887654,34.956474115,23.864,-2.05,0.22,-0.1,0.49,-5.0,0.46,0.1,-1.72,-1.09,32.825863648,34.956491453000005,23.725,0.43,347.98,-0.65,307509070,2172,1000,11110000,20,25,100,0.0,0,20,20,100804,22.47,3
5765,48.15,8.566,12.767000000000001,20.27821,2.57056,12.74155,0.022615,0.060614,0.953026,5110.0,4890.0,2420.0,47.1,10.05,00000000 00000000,32.825887707,34.95647356,23.861,-2.09,0.24,-0.11,0.49,-5.02,0.45,0.11,-1.74,-1.14,32.825863648,34.956491453000005,23.725,0.43,347.98,-0.65,307509095,2172,1000,11110000,20,25,100,0.0,0,45,45,100804,22.47,0
5766,47.723,8.936,12.81,14.454260000000001,-0.70021,15.18441,0.041149,0.053551,0.951168,5140.0,4910.0,2380.0,47.2,10.12,00000000 00000000,32.825887764,34.956472994,23.858,-2.13,0.26,-0.13,0.49,-5.03,0.45,0.13,-1.75,-1.18,32.825864053000004,34.956491711999995,23.667,1.02,28.44,-1.15,307509120,2172,1000,11110000,19,25,100,0.0,0,20,20,100804,22.47,3
5767,47.213,9.048,12.862,3.72626,5.2925,22.20741,0.029764999999999996,0.06329,1.020986,5180.0,4940.0,2360.0,47.2,10.08,00000000 00000000,32.825887824,34.956472415,23.855,-2.18,0.27,-0.14,0.49,-5.05,0.44,0.14,-1.77,-1.22,32.825864053000004,34.956491711999995,23.667,1.02,28.44,-1.15,307509145,2172,1000,11110000,19,25,100,0.0,0,45,45,100804,22.39,0
5768,46.605,8.947000000000001,12.652000000000001,0.62745,18.76241,25.675,0.115381,0.168973,1.176447,5210.0,5000.0,2370.0,47.2,10.1,00000000 00000000,32.825887889,34.956471824,23.851,-2.22,0.3,-0.11,0.49,-5.06,0.44,0.12,-1.78,-1.26,32.825864068,34.956492278,23.476,1.05,88.26,-3.81,307509170,2172,1000,11110000,17,25,100,0.0,0,20,20,100804,22.39,3
