2.332,-0.51715,2.5474,-0.47405,0.43096,-2.5426,0.6608,-2.49,9.2751,-9.7923,9.4092,-9.8402
2.3224,-0.44053,2.4995,-0.49321,0.47405,-2.5187,0.69911,-2.4708,9.3518,-9.7923,9.4763,-9.9742
2.2649,-0.56024,2.466,-0.61292,0.55545,-2.4995,0.74699,-2.4421,9.3039,-9.7683,9.3805,-9.8881
2.308,-0.58897,2.4804,-0.5794,0.55067,-2.4565,0.75178,-2.4804,9.1794,-9.6486,9.3709,-9.7875
2.2122,-0.58419,2.3559,-0.58897,0.60813,-2.4134,0.74699,-2.3463,9.0692,-9.4763,9.1937,-9.6822
2.2075,-0.57461,2.3703,-0.60334,0.55545,-2.3894,0.74699,-2.3798,9.0357,-9.505,9.2177,-9.7252
2.3559,-0.51715,2.4612,-0.52672,0.5363,-2.4948,0.70868,-2.4852,9.1554,-9.663,9.2895,-9.7588
2.2601,-0.72784,2.4612,-0.7422,0.71826,-2.5331,0.87149,-2.4134,9.0597,-9.4906,9.1985,-9.7157
2.217,-0.61292,2.3655,-0.5794,0.60813,-2.4373,0.76136,-2.3655,8.9639,-9.4763,9.1889,-9.572
2.2649,-0.49321,2.4181,-0.53151,0.51236,-2.466,0.69432,-2.4756,9.0788,-9.5912,9.1985,-9.7013
2.2505,-0.54109,2.4421,-0.5363,0.50757,-2.4995,0.71826,-2.4708,9.232,-9.6343,9.347,-9.8785
2.332,-0.52672,2.49,-0.52672,0.54109,-2.5091,0.69911,-2.4948,9.2991,-9.6247,9.3326,-9.8785
2.4038,-0.57461,2.6049,-0.56982,0.59855,-2.6193,0.80445,-2.5762,9.4188,-9.7971,9.4523,-9.9838
2.466,-0.57461,2.6336,-0.55067,0.56503,-2.6145,0.71826,-2.6336,9.4092,-9.7731,9.4667,-10.017
2.3798,-0.32082,2.5426,-0.3304,0.35913,-2.5618,0.47884,-2.5762,9.3853,-9.8881,9.5481,-10.06
2.466,-0.40701,2.6288,-0.40701,0.37828,-2.6624,0.54109,-2.6193,9.3326,-9.7013,9.4906,-9.9311
2.3128,-0.26815,2.4804,-0.29688,0.3304,-2.5091,0.46926,-2.466,9.2943,-9.6917,9.323,-9.8066
2.3607,-0.4118,2.4995,-0.40223,0.42617,-2.5235,0.56982,-2.4708,9.098,-9.596,9.1363,-9.7396
2.2936,-0.46448,2.49,-0.54109,0.51236,-2.4948,0.67038,-2.4756,8.9687,-9.481,9.074,-9.5864
2.1596,-0.47884,2.3655,-0.46448,0.45011,-2.3846,0.6608,-2.3415,9.0166,-9.3613,9.0692,-9.5337
2.2122,-0.38307,2.4229,-0.39744,0.39265,-2.466,0.53151,-2.4517,9.0788,-9.505,9.2225,-9.6869
2.3272,-0.36871,2.5283,-0.34955,0.33519,-2.5474,0.5363,-2.5379,9.165,-9.5481,9.2895,-9.7827
2.1979,-0.3735,2.4181,-0.36392,0.36871,-2.4565,0.55545,-2.4421,9.2799,-9.7157,9.3134,-9.8785
2.3272,-0.39265,2.4612,-0.43096,0.38786,-2.4852,0.56024,-2.4517,9.2847,-9.8066,9.4092,-9.8258
2.5474,-0.43096,2.6863,-0.45011,0.44532,-2.7294,0.63686,-2.6815,9.2895,-9.7492,9.3709,-9.8833
2.3415,-0.28252,2.5139,-0.27294,0.26336,-2.557,0.4118,-2.557,9.2656,-9.73,9.3565,-9.8545
2.4038,-0.249,2.557,-0.27773,0.28252,-2.5809,0.42138,-2.5235,9.1746,-9.663,9.3182,-9.8737
2.4181,-0.21548,2.6528,-0.24421,0.20111,-2.6193,0.38786,-2.6288,9.3087,-9.7683,9.4092,-9.9072
2.4277,-0.32561,2.5857,-0.33998,0.36392,-2.6001,0.52194,-2.6097,9.3326,-9.7396,9.4188,-9.9455
2.2793,-0.4118,2.466,-0.44053,0.43574,-2.4948,0.54109,-2.5283,9.2368,-9.6582,9.3374,-9.8785
2.3463,-0.47884,2.5043,-0.45011,0.44532,-2.5187,0.64165,-2.5091,9.1937,-9.6582,9.2799,-9.821
2.3655,-0.43574,2.5379,-0.4549,0.45969,-2.5714,0.62249,-2.5187,9.1794,-9.6199,9.2225,-9.7731
2.375,-0.4118,2.5379,-0.3735,0.38786,-2.5666,0.59376,-2.5235,9.2368,-9.7013,9.3087,-9.8545
2.2841,-0.42138,2.4421,-0.41659,0.43096,-2.4565,0.60813,-2.4517,9.2799,-9.7157,9.3757,-9.8785
2.0542,-0.69911,2.2505,-0.63207,0.64643,-2.2745,0.82361,-2.2218,9.3565,-9.7444,9.4619,-9.9599
1.7142,-0.91937,1.9249,-0.93853,0.93374,-1.9728,1.0918,-1.9585,9.4667,-9.8785,9.6055,-10.065
1.4174,-1.0582,1.6089,-1.0199,1.0582,-1.6233,1.2354,-1.5562,9.4571,-9.8928,9.5002,-10.036
1.336,-0.95289,1.4605,-0.93853,0.96247,-1.5179,1.154,-1.5179,9.5289,-9.979,9.6247,-10.084
1.5131,-0.92895,1.7286,-0.92895,0.90022,-1.7382,1.1061,-1.7238,9.7396,-10.18,9.8833,-10.362
1.719,-0.75657,1.8962,-0.76614,0.76614,-1.9297,0.91937,-1.9058,9.8689,-10.338,10.056,-10.487
1.81,-0.56982,1.9585,-0.56024,0.56503,-1.9728,0.74699,-1.9249,9.8641,-10.41,10.104,-10.578
1.5227,-0.90501,1.6999,-0.91459,0.92895,-1.7717,1.0582,-1.6424,9.8928,-10.405,10.104,-10.511
1.8818,-0.87628,2.1117,-0.90022,0.89543,-2.1165,1.0678,-2.0925,9.9695,-10.41,10.07,-10.563
1.8292,-0.43574,1.9632,-0.47884,0.41659,-1.992,0.57461,-1.901,9.6869,-10.147,9.8545,-10.343
1.5802,-0.32082,1.8196,-0.3735,0.3304,-1.7717,0.51715,-1.7142,9.2225,-9.6534,9.323,-9.8114
0.72305,-0.47405,0.91459,-0.49799,0.51236,-0.9481,0.67038,-0.90022,9.0118,-9.414,9.1123,-9.6199
-0.30167,-0.55067,-0.16759,-0.52672,0.56024,0.14365,0.72305,0.14844,8.6479,-9.0836,8.825,-9.256
0.91937,-0.93853,1.1157,-0.9912,0.98641,-1.087,1.1636,-1.1492,8.9016,-9.3134,8.9878,-9.5098
0.39265,-0.60813,0.54109,-0.5794,0.58419,-0.65122,0.74699,-0.59855,9.0166,-9.4332,9.1794,-9.6295
-0.29688,-0.65122,-0.18196,-0.63207,0.67038,0.081403,0.81882,0.20111,8.5617,-9.007,8.7436,-9.1698
1.0582,-1.0247,1.2498,-1.0487,1.0487,-1.2977,1.2258,-1.2354,8.9687,-9.4715,9.1171,-9.5433
1.5658,-0.86191,1.7334,-0.81882,0.89543,-1.8052,1.0487,-1.7573,9.2416,-9.7252,9.4236,-9.9264
1.6807,-1.2115,1.8196,-1.2019,1.2163,-1.901,1.3599,-1.8292,9.5433,-9.8928,9.5385,-10.075
1.901,-0.95289,2.1261,-0.92416,0.95289,-2.1548,1.1636,-2.0973,9.8785,-10.314,9.9982,-10.501
1.5993,-0.91459,1.7047,-0.9098,0.9481,-1.8292,1.0918,-1.7334,9.8066,-10.238,9.9742,-10.491
1.9249,-0.96726,2.1931,-0.95768,1.0151,-2.1691,1.0822,-2.1308,10.195,-10.697,10.324,-10.879
0.97205,-1.0151,1.1875,-0.98162,1.0151,-1.1875,1.1779,-1.1827,10.099,-10.568,10.29,-10.721
0.9481,-1.0391,1.1301,-1.0487,1.063,-1.0918,1.2689,-1.0774,9.9407,-10.415,10.147,-10.645
1.6616,-0.9098,1.8962,-0.90501,0.91459,-1.9201,1.0965,-1.8675,10.214,-10.74,10.444,-10.918
1.063,-0.58419,1.1684,-0.55545,0.55067,-1.245,0.73263,-1.1827,10.276,-10.827,10.482,-10.97
2.15,-0.87628,2.2649,-0.88585,0.88585,-2.3846,1.0534,-2.2553,10.271,-10.721,10.42,-10.903
2.7485,-1.2737,2.964,-1.312,1.2929,-2.9018,1.4413,-2.9449,9.821,-10.353,9.9647,-10.439
1.7238,-1.494,1.992,-1.4557,1.5467,-1.992,1.7142,-2.0063,8.8921,-9.3326,9.074,-9.4427
0.91937,-1.4461,1.0534,-1.4557,1.4269,-1.1013,1.6328,-1.1013,8.2169,-8.6622,8.3031,-8.7436
1.0295,-1.1013,1.1492,-1.1205,1.0774,-1.1684,1.3408,-1.1492,8.1834,-8.7245,8.26,-8.7532
1.5227,-0.9912,1.6472,-0.99599,1.0056,-1.719,1.1732,-1.6424,8.0206,-8.5042,8.1451,-8.6383
1.3024,-0.72784,1.47,-0.76136,0.77572,-1.4892,0.96247,-1.4317,7.7428,-8.2791,7.8626,-8.3941
1.0151,-0.32082,1.2594,-0.3304,0.35434,-1.1875,0.56503,-1.2689,8.0062,-8.4372,8.1211,-8.6143
0.68474,-0.033519,0.83797,-0.014365,-0.023942,-0.79487,0.18675,-0.85712,8.078,-8.5186,8.2983,-8.8202
0.057461,0.22505,0.24421,0.18675,-0.19154,-0.25379,-0.033519,-0.29209,8.3366,-8.8155,8.4898,-9.0261
0.54109,0.019154,0.71347,0.052672,0.0047884,-0.7422,0.22505,-0.73741,8.734,-9.1842,8.8538,-9.3326
0.9481,-0.22027,1.1396,-0.18675,0.14844,-1.154,0.32082,-1.1396,9.165,-9.6295,9.3087,-9.754
1.0104,0.0047884,1.1684,0.014365,0.023942,-1.2258,0.18675,-1.1779,9.754,-10.238,9.8593,-10.357
1.2737,-0.076614,1.47,-0.09098,0.095768,-1.5036,0.24421,-1.4269,10.482,-11.028,10.635,-11.109
1.8627,-0.12929,1.9872,-0.11971,0.14365,-2.0207,0.33519,-1.9393,11.032,-11.406,11.219,-11.612
1.2067,0.26815,1.4317,0.30167,-0.34477,-1.3647,-0.14844,-1.3791,10.779,-11.281,11.004,-11.392
1.8818,-0.53151,2.1165,-0.54588,0.54588,-2.1356,0.72305,-2.1165,11.071,-11.588,11.181,-11.65
2.3415,-0.67038,2.5953,-0.69911,0.7422,-2.5331,0.89543,-2.5043,11.013,-11.497,11.143,-11.617
1.1109,0.038307,1.154,0,-0.0095768,-1.2498,0.16281,-1.1827,10.118,-10.625,10.257,-10.597
0.13886,-0.019154,0.2873,-0.014365,0.067038,-0.3304,0.26336,-0.30167,9.6343,-10.238,9.8737,-10.343
0.062249,-0.22505,0.249,-0.22984,0.23463,-0.29688,0.41659,-0.26815,9.1985,-9.7109,9.4092,-9.9216
1.4605,-0.50278,1.6472,-0.51236,0.52672,-1.7478,0.69432,-1.6328,9.3518,-9.8306,9.5002,-9.9359
1.9489,-0.13408,2.1452,-0.17238,0.18675,-2.1835,0.34477,-2.1548,9.5912,-10.099,9.6965,-10.247
1.2929,-0.0047884,1.4269,0.014365,0.02873,-1.4844,0.13886,-1.4413,8.9735,-9.3613,9.1123,-9.5816
1.0008,-0.19632,1.1684,-0.20111,0.25379,-1.1636,0.38786,-1.1444,8.3606,-8.8873,8.5329,-8.9783
1.2354,-0.23942,1.4126,-0.25379,0.26815,-1.4317,0.44532,-1.4126,7.9871,-8.5234,8.1259,-8.6191
0.73741,-0.18675,0.90501,-0.16281,0.21069,-0.93853,0.33519,-0.85712,7.9057,-8.4276,8.1068,-8.5377
-0.09098,-0.1245,0.038307,-0.095768,0.057461,-0.10534,0.23942,-0.038307,7.9871,-8.5186,8.1211,-8.6766
0.39744,0.067038,0.55067,0.067038,-0.038307,-0.62249,0.10534,-0.56503,9.0836,-9.4188,9.0597,-9.5816
0.62249,0.038307,0.77093,-0.0047884,-0.02873,-0.77572,0.14844,-0.74699,9.8354,-10.3,10.008,-10.525
0.56024,-0.29209,0.75657,-0.23942,0.27773,-0.76614,0.42617,-0.69911,10.396,-10.874,10.525,-11.042
0.90501,-0.7039,1.0678,-0.68953,0.71347,-1.1157,0.85712,-1.0726,10.549,-11.023,10.75,-11.253
1.1827,-0.69911,1.3838,-0.68474,0.73263,-1.3838,0.87149,-1.312,10.491,-11.018,10.716,-11.21
