,Heading,Pitch,Roll,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Magn_X,Magn_Y,Magn_Z,Temperature,Vdd,USW (L/H),Latitude,Longitude,Altitude,V_East,V_North,V_Up,Heave,Surge,Sway,V_Heave,V_Surge,V_Sway,Lat_GNSS,Long_GNSS,Height_GNSS,Hor_spd,Trk_gnd,Ver_spd,ms_gps,GPS_Week,GNSS_info_1,GNSS_info_2,#solnSVs,V_latency,anglesPosType,Heading_GNSS,Latency_ms_head,Latency_ms_pos,Latency_ms_vel,P_Bar,H_Bar,New_GPS
11650,25.482,2.109,-4.939,5.590990000000001,-5.32377,3.5508,0.012718,-0.042867,1.0022360000000001,6760.0,9930.0,6470.0,46.4,10.08,00000000 00000000,32.826549369,34.956770348,24.647,1.13,3.37,0.0,0.11,2.82,-3.27,0.0,0.33,-1.5,32.825890287,34.956521534000004,21.039,0.05,126.51,-0.03,307718420,2172,111,11110000,19,25,100,0.0,0,20,20,100796,23.05,3
11651,25.362,1.959,-5.101,7.524719999999999,-8.03387,5.294230000000001,0.003498,-0.049129,1.0076969999999998,6790.0,9910.0,6430.0,46.4,10.07,00000000 00000000,32.826550128,34.956770651,24.646,1.12,3.37,0.0,0.11,2.81,-3.28,0.0,0.33,-1.52,32.825890287,34.956521534000004,21.039,0.05,126.51,-0.03,307718445,2172,111,11110000,19,25,100,0.0,0,45,45,100798,22.97,0
11652,25.179000000000002,1.758,-5.33,9.667819999999999,-10.62294,8.1448,-0.019407,-0.054229999999999993,1.011095,6820.0,9870.0,6390.0,46.4,10.08,00000000 00000000,32.826550888,34.956770949,24.646,1.1,3.38,0.0,0.11,2.8,-3.29,0.0,0.33,-1.54,32.825890297,34.956521556999995,21.04,0.04,63.51,0.03,307718470,2172,111,11110000,19,25,100,0.0,0,20,20,100796,23.05,3
11653,24.925,1.535,-5.584,9.446660000000001,-8.90366,10.13738,-0.072849,-0.07456499999999999,1.016089,6860.0,9820.0,6340.0,46.4,10.07,00000000 00000000,32.826551649,34.956771239,24.646,1.06,3.39,0.0,0.11,2.8,-3.3,0.0,0.32,-1.57,32.825890297,34.956521556999995,21.04,0.04,63.51,0.03,307718495,2172,111,11110000,19,25,100,0.0,0,45,45,100796,23.05,0
11654,24.642,1.355,-5.694,6.79316,0.13885999999999998,11.059289999999999,-0.10799,-0.093959,1.007974,6880.0,9780.0,6290.0,46.4,10.1,00000000 00000000,32.826552412,34.956771519,24.646,1.02,3.39,0.0,0.11,2.79,-3.31,0.0,0.3,-1.61,32.825890275,34.956521572,21.044,0.05,149.59,0.06,307718520,2172,111,11110000,19,25,100,0.0,0,20,20,100796,23.05,3
11655,24.318,1.27,-5.563,2.23298,9.39201,14.954939999999999,-0.07850900000000001,-0.111002,1.012122,6890.0,9730.0,6240.0,46.4,10.08,00000000 00000000,32.826553176,34.956771785,24.646,0.97,3.39,0.0,0.11,2.78,-3.32,0.0,0.28,-1.65,32.825890275,34.956521572,21.044,0.05,149.59,0.06,307718545,2172,111,11110000,19,25,100,0.0,0,45,45,100798,22.89,0
11656,23.886,1.3230000000000002,-5.226,-3.39376,17.0936,18.7898,-0.041186,-0.096286,1.017752,6860.0,9710.0,6220.0,46.4,10.08,00000000 00000000,32.82655394,34.956772039,24.646,0.93,3.39,0.0,0.1,2.77,-3.33,0.0,0.26,-1.68,32.825890303,34.956521582,21.037,0.06,16.04,-0.12,307718570,2172,111,11110000,19,25,100,0.0,0,20,20,100798,22.89,3
11657,23.421999999999997,1.51,-4.717,-8.111889999999999,22.06605,18.86424,-0.023347,-0.090861,1.014091,6810.0,9710.0,6210.0,46.4,10.08,00000000 00000000,32.826554703,34.956772284,24.646,0.89,3.39,0.0,0.1,2.77,-3.34,-0.01,0.24,-1.71,32.825890303,34.956521582,21.037,0.06,16.04,-0.12,307718595,2172,111,11110000,19,25,100,0.0,0,45,45,100798,22.89,0
11658,22.998,1.78,-4.151,-10.77031,20.74217,16.78621,0.006781000000000001,-0.085267,1.003285,6740.0,9750.0,6230.0,46.4,10.09,00000000 00000000,32.826555465,34.956772521,24.646,0.87,3.38,0.0,0.1,2.76,-3.35,-0.01,0.23,-1.73,32.825890320999996,34.956521604,21.042,0.05,45.68,0.1,307718620,2172,111,11110000,19,25,100,0.0,0,20,20,100798,22.97,3
11659,22.598000000000003,2.119,-3.717,-14.355,12.54712,17.61199,0.034964,-0.106548,1.00797,6670.0,9800.0,6230.0,46.4,10.08,00000000 00000000,32.826556226,34.956772753,24.646,0.86,3.37,0.0,0.1,2.75,-3.36,-0.01,0.21,-1.73,32.825890320999996,34.956521604,21.042,0.05,45.68,0.1,307718645,2172,111,11110000,19,25,100,0.0,0,45,45,100796,23.05,0
11660,22.146,2.546,-3.49,-17.16266,5.197019999999999,19.69997,0.006064,-0.067174,0.9940889999999999,6630.0,9870.0,6250.0,46.4,10.1,00000000 00000000,32.826556984,34.956772982,24.646,0.85,3.36,0.0,0.1,2.74,-3.37,-0.01,0.2,-1.73,32.825890429,34.95652166,21.04,0.26,23.62,-0.05,307718670,2172,111,11110000,19,25,100,0.0,0,20,20,100796,23.14,3
11661,21.776999999999997,3.002,-3.342,-16.940279999999998,5.56494,10.86886,-0.030593000000000002,-0.041750999999999996,0.966166,6610.0,9970.0,6240.0,46.4,10.07,00000000 00000000,32.826557742,34.956773208,24.646,0.83,3.37,0.0,0.1,2.73,-3.38,-0.01,0.19,-1.75,32.825890429,34.95652166,21.04,0.26,23.62,-0.05,307718695,2172,111,11110000,19,25,100,0.0,0,45,45,100798,22.97,0
11662,21.629,3.409,-3.236,-14.881570000000002,1.22622,4.03967,-0.035518,-0.035869,0.923434,6600.0,10060.0,6250.0,46.4,10.1,00000000 00000000,32.826558502,34.956773429,24.646,0.81,3.38,-0.01,0.1,2.73,-3.39,0.0,0.2,-1.76,32.825890473,34.956521685,21.05,0.1,25.29,0.2,307718720,2172,111,11110000,19,25,100,0.0,0,20,20,100798,22.89,3
11663,21.566,3.766,-3.287,-13.41053,-5.40249,3.10636,-0.042142,-0.035255,0.923275,6610.0,10110.0,6230.0,46.4,10.08,00000000 00000000,32.826559265,34.956773646,24.645,0.8,3.4,-0.03,0.1,2.72,-3.4,0.01,0.2,-1.78,32.825890473,34.956521685,21.05,0.1,25.29,0.2,307718745,2172,111,11110000,19,25,100,0.0,0,45,45,100798,22.89,0
11664,21.524,4.073,-3.4539999999999997,-10.51031,-7.073460000000001,1.54911,-0.07686,-0.015227000000000001,0.9448700000000001,6630.0,10170.0,6220.0,46.4,10.09,00000000 00000000,32.826560031999996,34.956773856999995,24.644,0.78,3.41,-0.05,0.1,2.71,-3.41,0.03,0.21,-1.8,32.825890583,34.95652174,21.055,0.26,23.14,0.09,307718770,2172,111,11110000,19,25,100,0.0,0,20,20,100800,22.8,3
