,Heading,Pitch,Roll,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Magn_X,Magn_Y,Magn_Z,Temperature,Vdd,USW (L/H),Latitude,Longitude,Altitude,V_East,V_North,V_Up,Heave,Surge,Sway,V_Heave,V_Surge,V_Sway,Lat_GNSS,Long_GNSS,Height_GNSS,Hor_spd,Trk_gnd,Ver_spd,ms_gps,GPS_Week,GNSS_info_1,GNSS_info_2,#solnSVs,V_latency,anglesPosType,Heading_GNSS,Latency_ms_head,Latency_ms_pos,Latency_ms_vel,P_Bar,H_Bar,New_GPS
1164,277.007,2.8369999999999997,-4.441,-0.05715,-1.4499799999999998,-1.60238,0.06784,0.043987,0.9929540000000001,6460.0,16670.0,3120.0,47.7,10.13,00000000 00000000,32.825782425,34.956317544,22.435,0.0,-0.02,-0.06,-0.02,-3.81,-1.91,-0.01,-0.12,-0.54,32.825782554,34.956317515,22.416,0.02,298.32,0.02,307316520,2172,1000,11111100,30,25,100,0.0,0,20,20,100828,20.38,3
1165,277.028,2.83,-4.4639999999999995,-0.8423299999999999,-0.8477299999999999,0.11094000000000001,0.077446,0.042713,0.991344,6480.0,16650.0,3090.0,47.7,10.12,00000000 00000000,32.82578242,34.956317546,22.433,0.0,-0.02,-0.06,-0.02,-3.82,-1.91,-0.01,-0.12,-0.54,32.825782554,34.956317515,22.416,0.02,298.32,0.02,307316545,2172,1000,11111100,30,25,100,0.0,0,45,45,100828,20.38,0
1166,277.004,2.795,-4.497,-1.7567599999999999,-2.17918,1.67619,0.078856,0.043916000000000004,0.995793,6470.0,16660.0,3100.0,47.7,10.13,00000000 00000000,32.825782425,34.956317544,22.431,0.0,-0.02,-0.06,-0.02,-3.82,-1.91,-0.01,-0.12,-0.54,32.82578255,34.956317514,22.41,0.01,278.07,-0.04,307316570,2172,1000,11111100,30,25,100,0.0,0,20,20,100828,20.38,3
1167,276.972,2.734,-4.585,-2.94385,-4.80954,0.9343299999999999,0.07255299999999999,0.043299000000000004,0.996469,6480.0,16660.0,3080.0,47.7,10.08,00000000 00000000,32.82578242,34.956317546,22.43,0.0,-0.02,-0.06,-0.02,-3.83,-1.9,-0.01,-0.12,-0.54,32.82578255,34.956317514,22.41,0.01,278.07,-0.04,307316595,2172,1000,11111100,30,25,100,0.0,0,45,45,100828,20.38,0
1168,276.97900000000004,2.6460000000000004,-4.736000000000001,-4.02459,-7.16565,-0.91512,0.06523999999999999,0.03718,1.006167,6490.0,16670.0,3060.0,47.7,10.13,00000000 00000000,32.825782424,34.956317547,22.428,0.0,-0.02,-0.06,-0.02,-3.84,-1.9,-0.01,-0.12,-0.54,32.825782546999996,34.956317518,22.41,0.0,132.11,0.0,307316620,2172,1000,11111100,30,25,100,0.0,0,20,20,100826,20.55,3
1169,277.03,2.542,-4.9239999999999995,-4.36193,-7.694939999999999,-2.36225,0.067838,0.028539,1.022303,6520.0,16680.0,3030.0,47.7,10.1,00000000 00000000,32.825782419,34.95631755,22.426,0.01,-0.02,-0.05,-0.02,-3.84,-1.9,-0.01,-0.13,-0.54,32.825782546999996,34.956317518,22.41,0.0,132.11,0.0,307316645,2172,1000,11111100,30,25,100,0.0,0,45,45,100826,20.55,0
1170,277.106,2.4419999999999997,-5.0969999999999995,-4.1732,-6.03964,-2.94906,0.06994199999999999,0.02865,1.028345,6540.0,16690.0,3010.0,47.7,10.13,00000000 00000000,32.825782423,34.956317553000005,22.424,0.01,-0.02,-0.04,-0.02,-3.85,-1.89,-0.02,-0.13,-0.54,32.825782548,34.956317535,22.404,0.02,61.75,-0.04,307316670,2172,1000,11111100,30,25,100,0.0,0,20,20,100826,20.55,3
1171,277.20099999999996,2.3480000000000003,-5.2,-4.2475,-2.41393,-3.8666199999999997,0.07525499999999999,0.028239999999999998,1.026142,6560.0,16700.0,2990.0,47.7,10.09,00000000 00000000,32.825782417,34.956317557,22.423,0.01,-0.03,-0.04,-0.02,-3.86,-1.89,-0.03,-0.13,-0.55,32.825782548,34.956317535,22.404,0.02,61.75,-0.04,307316695,2172,1000,11111100,30,25,100,0.0,0,45,45,100826,20.55,0
1172,277.306,2.247,-5.215,-4.46479,0.30653,-3.51701,0.080108,0.029979000000000002,1.011663,6580.0,16700.0,2970.0,47.7,10.12,00000000 00000000,32.825782421,34.956317553000005,22.421,0.01,-0.03,-0.03,-0.02,-3.86,-1.89,-0.03,-0.13,-0.55,32.825782554,34.956317507,22.405,0.05,284.07,0.01,307316720,2172,1000,11111100,30,25,100,0.0,0,20,20,100828,20.46,3
1173,277.393,2.135,-5.182,-5.2335400000000005,2.1019099999999997,-2.5598799999999997,0.079088,0.035726999999999995,0.9967290000000001,6590.0,16710.0,2960.0,47.7,10.09,00000000 00000000,32.825782414,34.956317558,22.421,0.01,-0.03,-0.03,-0.02,-3.87,-1.88,-0.04,-0.14,-0.55,32.825782554,34.956317507,22.405,0.05,284.07,0.01,307316745,2172,1000,11111100,30,25,100,0.0,0,45,45,100828,20.46,0
